word1,word2,frame_overlap,frame_distance
account,party.,0.0,inf
third,party.,0.0,inf
e,-,0.009939652112176074,0
e,attack,0.0005916459590580997,0
e,mail,0.0007099751508697196,0
e,method,0.00011832919181161993,0
e,attacker,0.00023665838362323986,0
e,thousands,0.00011832919181161993,0
e,millions,0.00011832919181161993,0
e,using,0.0003549875754348598,0
e,find,0.0011832919181161993,0
e,domain,0.00011832919181161993,0
e,names,0.00023665838362323986,0
e,hopes,0.00011832919181161993,0
e,actual,0.0003549875754348598,0
-,attack,0.010101010101010102,0
-,mail,0.010101010101010102,0
-,method,0.0,inf
-,attacker,0.005050505050505051,0
-,thousands,0.0,inf
-,millions,0.0,inf
-,using,0.015151515151515152,0
-,find,0.0,inf
-,domain,0.0,inf
-,names,0.0,inf
-,hopes,0.0,inf
-,actual,0.0,inf
attack,mail,0.0,inf
attack,method,0.0,inf
attack,attacker,0.18181818181818182,0
attack,thousands,0.0,inf
attack,millions,0.0,inf
attack,using,0.0,inf
attack,find,0.0,inf
attack,domain,0.0,inf
attack,names,0.0,inf
attack,hopes,0.0,inf
attack,actual,0.0,inf
mail,method,0.0,inf
mail,attacker,0.0,inf
mail,thousands,0.0,inf
mail,millions,0.0,inf
mail,using,0.0,inf
mail,find,0.0,inf
mail,domain,0.0,inf
mail,names,0.0,inf
mail,hopes,0.0,inf
mail,actual,0.0,inf
method,attacker,0.0,inf
method,thousands,0.0,inf
method,millions,0.0,inf
method,using,0.0,inf
method,find,0.0,inf
method,domain,0.0,inf
method,names,0.0,inf
method,hopes,0.0,inf
method,actual,0.0,inf
attacker,thousands,0.0,inf
attacker,millions,0.0,inf
attacker,using,0.0,inf
attacker,find,0.0,inf
attacker,domain,0.0,inf
attacker,names,0.0,inf
attacker,hopes,0.0,inf
attacker,actual,0.0,inf
thousands,millions,1.0,0
thousands,using,0.0,inf
thousands,find,0.0,inf
thousands,domain,0.0,inf
thousands,names,0.0,inf
thousands,hopes,0.0,inf
thousands,actual,0.0,inf
millions,using,0.0,inf
millions,find,0.0,inf
millions,domain,0.0,inf
millions,names,0.0,inf
millions,hopes,0.0,inf
millions,actual,0.0,inf
using,find,0.0,inf
using,domain,0.0,inf
using,names,0.0,inf
using,hopes,0.0,inf
using,actual,0.0,inf
find,domain,0.0,inf
find,names,0.0,inf
find,hopes,0.0,inf
find,actual,0.07692307692307693,0
domain,names,0.0,inf
domain,hopes,0.0,inf
domain,actual,0.0,inf
names,hopes,0.0,inf
names,actual,0.0,inf
hopes,actual,0.0,inf
railway,eastern,0.0,inf
railway,sector.,0.0,inf
eastern,sector.,0.0,inf
person,instrument.,0.0,inf
one,senior,0.0,inf
one,subordinate,0.0,inf
one,position,0.021505376344086023,0
one,major,0.010752688172043012,0
one,sub,0.043010752688172046,0
one,-,0.06565656565656566,0
one,head,0.06451612903225806,0
one,main,0.0,inf
one,head.,0.03225806451612903,0
senior,subordinate,1.0,0
senior,position,0.0,inf
senior,major,0.0,inf
senior,sub,0.02857142857142857,0
senior,-,0.0,inf
senior,head,0.0,inf
senior,main,0.0,inf
senior,head.,0.0,inf
subordinate,position,0.0,inf
subordinate,major,0.0,inf
subordinate,sub,0.02857142857142857,0
subordinate,-,0.0,inf
subordinate,head,0.0,inf
subordinate,main,0.0,inf
subordinate,head.,0.0,inf
position,major,0.0,inf
position,sub,0.05714285714285714,0
position,-,0.0,inf
position,head,0.0,inf
position,main,0.08333333333333333,0
position,head.,0.0,inf
major,sub,0.0,inf
major,-,0.005050505050505051,0
major,head,0.038461538461538464,0
major,main,0.08333333333333333,0
major,head.,0.07142857142857142,0
sub,-,0.025252525252525252,0
sub,head,0.02857142857142857,0
sub,main,0.0,inf
sub,head.,0.02857142857142857,0
-,head,0.050505050505050504,0
-,main,0.005050505050505051,0
-,head.,0.03535353535353535,0
head,main,0.0,inf
head,head.,0.38461538461538464,0
main,head.,0.0,inf
situated,orbit.,0.0,inf
situated,2,0.0,inf
situated,lobe,0.0,inf
situated,much,0.0,inf
situated,horn,0.0,inf
situated,levator,0.0,inf
orbit.,2,0.0,inf
orbit.,lobe,0.0,inf
orbit.,much,0.0,inf
orbit.,horn,0.0,inf
orbit.,levator,0.0,inf
2,lobe,0.0,inf
2,much,0.0,inf
2,horn,0.0,inf
2,levator,0.0,inf
lobe,much,0.0,inf
lobe,horn,0.3333333333333333,0
lobe,levator,0.0,inf
much,horn,0.0,inf
much,levator,0.0,inf
horn,levator,0.0,inf
deposit,large,0.0,inf
deposit,amount,0.0,inf
large,amount,0.0,inf
due,infection,0.0,inf
name,source,0.0,inf
name,river,0.0,inf
source,river,0.0,inf
disclosure,someone,0.125,0
full,-,0.025252525252525252,0
many,work,0.0,inf
many,computer,0.0,inf
many,terminal,0.0,inf
many,report,0.0,inf
many,high,0.0,inf
many,level,0.0,inf
many,job,0.0,inf
many,-,0.0,inf
many,related,0.0,inf
many,including,0.0,inf
many,muscular,0.0,inf
many,strain,0.0,inf
many,stress.,0.0,inf
work,computer,0.0,inf
work,terminal,0.0,inf
work,report,0.0,inf
work,high,0.041666666666666664,0
work,level,0.08333333333333333,0
work,job,0.041666666666666664,0
work,-,0.010101010101010102,0
work,related,0.0,inf
work,including,0.0,inf
work,muscular,0.0,inf
work,strain,0.0,inf
work,stress.,0.0,inf
computer,terminal,0.0,inf
computer,report,0.0,inf
computer,high,0.0,inf
computer,level,0.0,inf
computer,job,0.0,inf
computer,-,0.0,inf
computer,related,0.0,inf
computer,including,0.0,inf
computer,muscular,0.0,inf
computer,strain,0.0,inf
computer,stress.,0.0,inf
terminal,report,0.0,inf
terminal,high,0.07692307692307693,0
terminal,level,0.0,inf
terminal,job,0.0,inf
terminal,-,0.005050505050505051,0
terminal,related,0.0,inf
terminal,including,0.0,inf
terminal,muscular,0.0,inf
terminal,strain,0.0,inf
terminal,stress.,0.0,inf
report,high,0.0,inf
report,level,0.0,inf
report,job,0.0,inf
report,-,0.005050505050505051,0
report,related,0.0,inf
report,including,0.0,inf
report,muscular,0.0,inf
report,strain,0.0,inf
report,stress.,0.0,inf
high,level,0.07692307692307693,0
high,job,0.0,inf
high,-,0.030303030303030304,0
high,related,0.0,inf
high,including,0.0,inf
high,muscular,0.0,inf
high,strain,0.0,inf
high,stress.,0.0,inf
level,job,0.0,inf
level,-,0.0,inf
level,related,0.0,inf
level,including,0.0,inf
level,muscular,0.0,inf
level,strain,0.0,inf
level,stress.,0.0,inf
job,-,0.0,inf
job,related,0.0,inf
job,including,0.0,inf
job,muscular,0.0,inf
job,strain,0.0,inf
job,stress.,0.0,inf
-,related,0.0,inf
-,including,0.0,inf
-,muscular,0.005050505050505051,0
-,strain,0.0,inf
-,stress.,0.015151515151515152,0
related,including,0.0,inf
related,muscular,0.0,inf
related,strain,0.0,inf
related,stress.,0.0,inf
including,muscular,0.0,inf
including,strain,0.0,inf
including,stress.,0.0,inf
muscular,strain,0.0,inf
muscular,stress.,0.0,inf
strain,stress.,0.0,inf
repeated,woman,0.0,inf
relationship,management,0.0,inf
relationship,bank,0.0,inf
relationship,art.,0.0,inf
management,bank,0.0,inf
management,art.,0.0,inf
bank,art.,0.0,inf
authority,allow,0.0,inf
method,many,0.0,inf
method,bacterial,0.0,inf
method,species.,0.0,inf
many,bacterial,0.0,inf
many,species.,0.0,inf
bacterial,species.,0.0,inf
polio,prevent,0.0,inf
polio,occurrence,0.0,inf
prevent,occurrence,0.0,inf
enter,contract,0.0,inf
enter,obtain,0.0,inf
enter,loan.,0.0,inf
contract,obtain,0.0,inf
contract,loan.,0.0,inf
obtain,loan.,0.0,inf
certificate,finance.,0.0,inf
let,put,0.02,0
let,forward,0.02,0
let,committee.,0.02,0
put,forward,0.0,inf
put,committee.,0.0,inf
forward,committee.,0.0,inf
deep,notch,0.0,inf
deep,present,0.0,inf
deep,junction,0.0,inf
notch,present,0.0,inf
notch,junction,0.0,inf
present,junction,0.0,inf
decision,taken,0.0,inf
decision,people,0.0,inf
decision,voting,0.0,inf
decision,against.,0.0,inf
taken,people,0.0,inf
taken,voting,0.0,inf
taken,against.,0.0,inf
people,voting,0.0,inf
people,against.,0.0,inf
voting,against.,0.0,inf
people,money,0.0,inf
people,symptom,0.0,inf
people,demand,0.0,inf
money,symptom,0.0,inf
money,demand,0.0,inf
symptom,demand,0.0,inf
among,two,0.0,inf
among,principal,0.0,inf
among,used,0.0,inf
among,data,0.0,inf
among,along,0.0,inf
among,specific,0.0,inf
among,path.,0.0,inf
two,principal,0.0,inf
two,used,0.0,inf
two,data,0.0,inf
two,along,0.0,inf
two,specific,0.0,inf
two,path.,0.0,inf
principal,used,0.0,inf
principal,data,0.0,inf
principal,along,0.0,inf
principal,specific,0.0,inf
principal,path.,0.0,inf
used,data,0.0,inf
used,along,0.0,inf
used,specific,0.0,inf
used,path.,0.0,inf
data,along,0.0,inf
data,specific,0.0,inf
data,path.,0.0,inf
along,specific,0.0,inf
along,path.,0.0,inf
specific,path.,0.0,inf
addition,one,0.0,inf
investment,corporate,0.0,inf
investment,body.,0.0,inf
corporate,body.,0.0,inf
list,items,0.0,inf
list,demand.,0.0,inf
items,demand.,0.0,inf
prior,word,0.0,inf
prior,underscore,0.0,inf
prior,character,0.0,inf
prior,method,0.0,inf
prior,words.,0.0,inf
word,underscore,0.0,inf
word,character,0.0,inf
word,method,0.0,inf
word,words.,0.1,0
underscore,character,0.0,inf
underscore,method,0.0,inf
underscore,words.,0.0,inf
character,method,0.0,inf
character,words.,0.0,inf
method,words.,0.0,inf
data,given,0.0,inf
data,certificate.,0.0,inf
given,certificate.,0.0,inf
paper,tape,0.0,inf
paper,reader,0.0,inf
paper,much,0.0,inf
paper,less,0.0,inf
paper,expensive,0.0,inf
paper,card,0.1111111111111111,0
tape,reader,0.0,inf
tape,much,0.0,inf
tape,less,0.0,inf
tape,expensive,0.0,inf
tape,card,0.0,inf
reader,much,0.0,inf
reader,less,0.0,inf
reader,expensive,0.0,inf
reader,card,0.0,inf
much,less,0.0,inf
much,expensive,0.0,inf
much,card,0.0,inf
less,expensive,0.0,inf
less,card,0.0,inf
expensive,card,0.0,inf
used,laboratory.,0.0,inf
process,financial,0.0,inf
process,would,0.0,inf
process,affect,0.0,inf
process,one,0.0,inf
process,'s,0.0,inf
process,usually,0.0,inf
process,purchase,0.0,inf
process,property.,0.0,inf
financial,would,0.0,inf
financial,affect,0.0,inf
financial,one,0.0,inf
financial,'s,0.0,inf
financial,usually,0.0,inf
financial,purchase,0.0,inf
financial,property.,0.0,inf
would,affect,0.0,inf
would,one,0.010752688172043012,0
would,'s,0.0,inf
would,usually,0.0,inf
would,purchase,0.0,inf
would,property.,0.0,inf
affect,one,0.0,inf
affect,'s,0.0,inf
affect,usually,0.0,inf
affect,purchase,0.0,inf
affect,property.,0.0,inf
one,'s,0.0967741935483871,0
one,usually,0.0,inf
one,purchase,0.0,inf
one,property.,0.0,inf
's,usually,0.0,inf
's,purchase,0.0,inf
's,property.,0.0,inf
usually,purchase,0.0,inf
usually,property.,0.0,inf
purchase,property.,0.0,inf
first,part,0.0,inf
first,leg,0.0,inf
first,near,0.0,inf
first,body.,0.0,inf
part,leg,0.025,0
part,near,0.0,inf
part,body.,0.025,0
leg,near,0.0,inf
leg,body.,0.058823529411764705,0
near,body.,0.0,inf
head,district,0.0,inf
head,administration,0.038461538461538464,0
head,shore,0.0,inf
head,area.,0.0,inf
district,administration,0.0,inf
district,shore,0.0,inf
district,area.,0.0,inf
administration,shore,0.0,inf
administration,area.,0.0,inf
shore,area.,0.0,inf
come,originate.,0.03125,0
measure,quantity,0.25,0
price,goods,0.25,0
issue,raising,0.0,inf
issue,capital,0.0,inf
issue,required,0.0,inf
raising,capital,0.0,inf
raising,required,0.0,inf
capital,required,0.0,inf
unit,used,0.0,inf
unit,express,0.0,inf
unit,intensity,0.0,inf
unit,sound,0.0,inf
used,express,0.0,inf
used,intensity,0.0,inf
used,sound,0.0,inf
express,intensity,0.0,inf
express,sound,0.0,inf
intensity,sound,0.0,inf
phase,also,0.0,inf
phase,known,0.0,inf
also,known,0.14285714285714285,0
money,function,0.0,inf
money,used,0.0,inf
money,mark,0.0,inf
money,designate,0.0,inf
money,goods,0.0,inf
money,throughout,0.0,inf
money,economy.,0.0,inf
function,used,0.0,inf
function,mark,0.0,inf
function,designate,0.0,inf
function,goods,0.0,inf
function,throughout,0.0,inf
function,economy.,0.0,inf
used,mark,0.0,inf
used,designate,0.0,inf
used,goods,0.0,inf
used,throughout,0.0,inf
used,economy.,0.0,inf
mark,designate,0.0,inf
mark,goods,0.0,inf
mark,throughout,0.0,inf
mark,economy.,0.0,inf
designate,goods,0.0,inf
designate,throughout,0.0,inf
designate,economy.,0.0,inf
goods,throughout,0.0,inf
goods,economy.,0.0,inf
throughout,economy.,0.0,inf
make,payment,0.0,inf
make,otherwise,0.0,inf
make,credit,0.0,inf
payment,otherwise,0.0,inf
payment,credit,0.0,inf
otherwise,credit,0.0,inf
wet,damp,0.6666666666666666,0
character,system,0.0,inf
character,like,0.0,inf
character,file,0.0,inf
character,text,0.0,inf
system,like,0.0,inf
system,file,0.0,inf
system,text,0.0,inf
like,file,0.0,inf
like,text,0.0,inf
file,text,0.0,inf
less,general,0.0,inf
less,practice.,0.0,inf
general,practice.,0.0,inf
difficult,take,0.0,inf
difficult,decision.,0.0,inf
take,decision.,0.0,inf
logical,sensible.,0.0,inf
make,earnest,0.0,inf
make,request,0.0,inf
earnest,request,0.0,inf
upper,also,0.0,inf
upper,called,0.0,inf
upper,superior,0.0,inf
also,called,1.0,0
also,superior,0.0,inf
called,superior,0.0,inf
circuit,addition,0.0,inf
process,world,0.0,inf
process,free,0.0,inf
process,participate.,0.0,inf
world,free,0.0,inf
world,participate.,0.0,inf
free,participate.,0.0,inf
lot,order,0.0,inf
lot,make,0.03225806451612903,0
lot,profit.,0.0,inf
order,make,0.0,inf
order,profit.,0.0,inf
make,profit.,0.03225806451612903,0
obstruction,due,0.0,inf
line,middle,0.0,inf
period,one,0.0,inf
period,year,0.1111111111111111,0
period,every,0.25,0
period,year.,0.0,inf
one,year,0.010752688172043012,0
one,every,0.0,inf
one,year.,0.010752688172043012,0
year,every,0.1111111111111111,0
year,year.,0.3333333333333333,0
every,year.,0.0,inf
something,without,0.0,inf
something,ones,0.0,inf
something,choice.,0.0,inf
without,ones,0.0,inf
without,choice.,0.0,inf
ones,choice.,0.0,inf
sheet,film,0.0,inf
sheet,several,0.0,inf
sheet,hundred,0.0,inf
sheet,document,0.0,inf
film,several,0.0,inf
film,hundred,0.0,inf
film,document,0.0,inf
several,hundred,0.2,0
several,document,0.0,inf
hundred,document,0.0,inf
follow,system,0.0,inf
depression,pressure.,0.0,inf
partner,actively,0.0,inf
partner,firm.,0.0,inf
actively,firm.,0.0,inf
details,capital,0.0,inf
type,something,0.0,inf
type,required.,0.0,inf
something,required.,0.0,inf
nerve,extend,0.0,inf
nerve,behind,0.0,inf
extend,behind,0.0,inf
individual,structure,0.0,inf
way,every,0.02,0
pulse,drive,0.0,inf
pulse,cell,0.0,inf
pulse,storage,0.0,inf
pulse,section,0.0,inf
drive,cell,0.0,inf
drive,storage,0.0,inf
drive,section,0.0,inf
cell,storage,0.09090909090909091,0
cell,section,0.0,inf
storage,section,0.0,inf
name,city,0.0,inf
one,o),0.0,inf
one,individual,0.010752688172043012,0
one,human,0.010752688172043012,0
one,blood,0.010752688172043012,0
one,basis,0.0,inf
one,presence,0.0,inf
one,absence,0.0,inf
one,specific,0.0,inf
o),individual,0.0,inf
o),human,0.0,inf
o),blood,0.0,inf
o),basis,0.0,inf
o),presence,0.0,inf
o),absence,0.0,inf
o),specific,0.0,inf
individual,human,0.3333333333333333,0
individual,blood,0.0,inf
individual,basis,0.0,inf
individual,presence,0.0,inf
individual,absence,0.0,inf
individual,specific,0.0,inf
human,blood,0.0,inf
human,basis,0.0,inf
human,presence,0.0,inf
human,absence,0.0,inf
human,specific,0.0,inf
blood,basis,0.0,inf
blood,presence,0.0,inf
blood,absence,0.0,inf
blood,specific,0.0,inf
basis,presence,0.0,inf
basis,absence,0.0,inf
basis,specific,0.0,inf
presence,absence,0.3333333333333333,0
presence,specific,0.0,inf
absence,specific,0.0,inf
company,offer,0.0,inf
company,package,0.0,inf
company,deal,0.0,inf
offer,package,0.0,inf
offer,deal,0.0,inf
package,deal,0.0,inf
strong,feeling,0.0,inf
strong,oppose,0.0,inf
strong,something.,0.0,inf
feeling,oppose,0.0,inf
feeling,something.,0.0,inf
oppose,something.,0.0,inf
formation,group,0.0,inf
formation,corporation,0.0,inf
formation,separate,0.0,inf
formation,diverse,0.0,inf
group,corporation,0.0,inf
group,separate,0.0,inf
group,diverse,0.0,inf
corporation,separate,0.0,inf
corporation,diverse,0.0,inf
separate,diverse,0.0,inf
social,class,0.0,inf
social,manual,0.0,inf
social,labor,0.0,inf
social,work,0.0,inf
class,manual,0.0,inf
class,labor,0.0,inf
class,work,0.041666666666666664,0
manual,labor,0.0,inf
manual,work,0.0,inf
labor,work,0.08333333333333333,0
perpetual,means,0.0,inf
perpetual,lasting,1.0,0
means,lasting,0.0,inf
come,near,0.0,inf
come,people.,0.0,inf
near,people.,0.0,inf
organ,smell,0.0,inf
organ,entrance,0.0,inf
organ,tract.,0.0,inf
smell,entrance,0.0,inf
smell,tract.,0.0,inf
entrance,tract.,0.0,inf
person,wall,0.0,inf
person,land,0.0,inf
wall,land,0.041666666666666664,0
surface,help,0.0,inf
give,power,0.0,inf
give,make,0.06451612903225806,0
give,able.,0.0,inf
power,make,0.03225806451612903,0
power,able.,0.010416666666666666,0
make,able.,0.010416666666666666,0
address,device,0.0,inf
address,program,0.0,inf
address,machine,0.0,inf
device,program,0.0,inf
device,machine,0.5,0
program,machine,0.0,inf
take,part,0.05,0
take,protein,0.0,inf
take,synthesis.,0.0,inf
part,protein,0.0,inf
part,synthesis.,0.0,inf
protein,synthesis.,0.0,inf
administration,related,0.0,inf
administration,structure.,0.0,inf
related,structure.,0.0,inf
tax,monitored,0.0,inf
tax,sales,0.0,inf
tax,department.,0.0,inf
monitored,sales,0.0,inf
monitored,department.,0.0,inf
sales,department.,0.0,inf
computer,emergency,0.0,inf
computer,response,0.0,inf
computer,team,0.0,inf
computer,people,0.0,inf
computer,organization,0.0,inf
computer,security,0.0,inf
computer,like,0.0,inf
emergency,response,0.0,inf
emergency,team,0.0,inf
emergency,people,0.0,inf
emergency,organization,0.0,inf
emergency,security,0.0,inf
emergency,like,0.0,inf
response,team,0.0,inf
response,people,0.0,inf
response,organization,0.0,inf
response,security,0.0,inf
response,like,0.0,inf
team,people,0.0,inf
team,organization,0.0,inf
team,security,0.0,inf
team,like,0.0,inf
people,organization,0.0,inf
people,security,0.0,inf
people,like,0.0,inf
organization,security,0.0,inf
organization,like,0.0,inf
security,like,0.0,inf
primary,good,0.0,inf
official,job,0.0,inf
official,drug,0.3333333333333333,0
official,related,0.0,inf
job,drug,0.0,inf
job,related,0.0,inf
drug,related,0.0,inf
certificate,regarding,0.0,inf
fund,rbi,0.0,inf
fund,provide,0.0,inf
fund,assistance,0.0,inf
fund,government,0.0,inf
fund,/,0.0,inf
fund,long,0.0,inf
fund,period,0.0,inf
fund,time.,0.0,inf
rbi,provide,0.0,inf
rbi,assistance,0.0,inf
rbi,government,0.0,inf
rbi,/,0.0,inf
rbi,long,0.0,inf
rbi,period,0.0,inf
rbi,time.,0.0,inf
provide,assistance,0.0,inf
provide,government,0.0,inf
provide,/,0.0,inf
provide,long,0.05555555555555555,0
provide,period,0.0,inf
provide,time.,0.0,inf
assistance,government,0.0,inf
assistance,/,0.0,inf
assistance,long,0.0,inf
assistance,period,0.0,inf
assistance,time.,0.0,inf
government,/,0.0,inf
government,long,0.0,inf
government,period,0.0,inf
government,time.,0.0,inf
/,long,0.0,inf
/,period,0.0,inf
/,time.,0.0,inf
long,period,0.0,inf
long,time.,0.05555555555555555,0
period,time.,0.06666666666666667,0
present,flagellate,0.0,inf
present,green,0.0,inf
present,organism,0.0,inf
present,sense,0.0,inf
present,light.,0.0,inf
flagellate,green,0.0,inf
flagellate,organism,0.0,inf
flagellate,sense,0.0,inf
flagellate,light.,0.0,inf
green,organism,0.0,inf
green,sense,0.0,inf
green,light.,0.05,0
organism,sense,0.0,inf
organism,light.,0.0,inf
sense,light.,0.0,inf
relation,achievement.,0.0,inf
name,river,0.0,inf
part,close,0.025,0
part,stem.,0.0,inf
close,stem.,0.0,inf
person,infection,0.0,inf
person,time,0.0,inf
infection,time,0.0,inf
disease,abnormal,0.0,inf
disease,filling,0.0,inf
disease,like,0.0,inf
disease,fever,0.0,inf
disease,chest,0.0,inf
disease,pain,0.0,inf
abnormal,filling,0.0,inf
abnormal,like,0.0,inf
abnormal,fever,0.0,inf
abnormal,chest,0.0,inf
abnormal,pain,0.0,inf
filling,like,0.0,inf
filling,fever,0.0,inf
filling,chest,0.0,inf
filling,pain,0.0,inf
like,fever,0.05263157894736842,0
like,chest,0.0,inf
like,pain,0.05263157894736842,0
fever,chest,0.0,inf
fever,pain,0.0,inf
chest,pain,0.0,inf
liver,infection,0.0,inf
tender,notice,0.0,inf
tender,local,0.0,inf
notice,local,0.0,inf
ready,likely,0.0,inf
ready,attack,0.0,inf
ready,confront.,0.0,inf
likely,attack,0.0,inf
likely,confront.,0.0,inf
attack,confront.,0.0,inf
something,attached.,0.0,inf
service,employee,0.0,inf
service,given,0.0,inf
service,periodical,0.0,inf
service,certificate.,0.0,inf
employee,given,0.0,inf
employee,periodical,0.0,inf
employee,certificate.,0.0,inf
given,periodical,0.0,inf
given,certificate.,0.0,inf
periodical,certificate.,0.0,inf
year,gone,0.0,inf
year,present,0.0,inf
year,one.,0.0,inf
gone,present,0.0,inf
gone,one.,0.05405405405405406,0
present,one.,0.0,inf
form,meaning,0.0,inf
form,large,0.0,inf
form,container,0.0,inf
form,water,0.0,inf
form,used,0.0,inf
form,body.,0.0,inf
meaning,large,0.0,inf
meaning,container,0.0,inf
meaning,water,0.0,inf
meaning,used,0.0,inf
meaning,body.,0.0,inf
large,container,0.0,inf
large,water,0.0,inf
large,used,0.0,inf
large,body.,0.0,inf
container,water,0.1,0
container,used,0.0,inf
container,body.,0.0,inf
water,used,0.0,inf
water,body.,0.0,inf
used,body.,0.0,inf
data,one,0.0,inf
data,size,0.0,inf
one,size,0.0,inf
increase,value,0.0,inf
increase,currency,0.0,inf
increase,country,0.0,inf
increase,vis,0.0,inf
increase,-,0.0,inf
increase,country.,0.0,inf
value,currency,0.0,inf
value,country,0.0,inf
value,vis,0.0,inf
value,-,0.0,inf
value,country.,0.0,inf
currency,country,0.0,inf
currency,vis,0.0,inf
currency,-,0.005050505050505051,0
currency,country.,0.0,inf
country,vis,0.020833333333333332,0
country,-,0.015151515151515152,0
country,country.,0.5,0
vis,-,0.015151515151515152,0
vis,country.,0.020833333333333332,0
-,country.,0.010101010101010102,0
investment,contain,0.0,inf
investment,impressive,0.0,inf
contain,impressive,0.0,inf
region,located,0.0,inf
region,ridge.,0.0,inf
located,ridge.,0.0,inf
program,counter,0.0,inf
program,register,0.0,inf
program,computer,0.0,inf
program,'s,0.0,inf
program,status,0.0,inf
program,instruction,0.0,inf
program,sequence.,0.0,inf
counter,register,0.09090909090909091,0
counter,computer,0.0,inf
counter,'s,0.0,inf
counter,status,0.0,inf
counter,instruction,0.0,inf
counter,sequence.,0.0,inf
register,computer,0.0,inf
register,'s,0.0,inf
register,status,0.0,inf
register,instruction,0.0,inf
register,sequence.,0.0,inf
computer,'s,0.0,inf
computer,status,0.0,inf
computer,instruction,0.0,inf
computer,sequence.,0.0,inf
's,status,0.0,inf
's,instruction,0.0,inf
's,sequence.,0.0,inf
status,instruction,0.0,inf
status,sequence.,0.0,inf
instruction,sequence.,0.0,inf
person,(a,0.0,inf
person,machine,0.0,inf
person,also,0.0,inf
person,called,0.0,inf
(a,machine,0.0,inf
(a,also,0.0,inf
(a,called,0.0,inf
machine,also,0.0,inf
machine,called,0.0,inf
also,called,1.0,0
person,many,0.0,inf
person,together,0.0,inf
person,beautiful,0.0,inf
person,way,0.0,inf
person,make,0.0967741935483871,0
person,fine,0.0,inf
person,thing,0.0,inf
person,something,0.0,inf
person,useful,0.0,inf
person,domestic,0.0,inf
person,use.,0.0,inf
many,together,0.0,inf
many,beautiful,0.0,inf
many,way,0.0,inf
many,make,0.0,inf
many,fine,0.0,inf
many,thing,0.0,inf
many,something,0.0,inf
many,useful,0.0,inf
many,domestic,0.0,inf
many,use.,0.0,inf
together,beautiful,0.0,inf
together,way,0.0,inf
together,make,0.0967741935483871,0
together,fine,0.0,inf
together,thing,0.0,inf
together,something,0.0,inf
together,useful,0.0,inf
together,domestic,0.0,inf
together,use.,0.04838709677419355,0
beautiful,way,0.0,inf
beautiful,make,0.0,inf
beautiful,fine,0.0,inf
beautiful,thing,0.0,inf
beautiful,something,0.0,inf
beautiful,useful,0.0,inf
beautiful,domestic,0.0,inf
beautiful,use.,0.0,inf
way,make,0.04,0
way,fine,0.0,inf
way,thing,0.02,0
way,something,0.02,0
way,useful,0.0,inf
way,domestic,0.0,inf
way,use.,0.03225806451612903,0
make,fine,0.03225806451612903,0
make,thing,0.0,inf
make,something,0.0,inf
make,useful,0.0,inf
make,domestic,0.0,inf
make,use.,0.016129032258064516,0
fine,thing,0.16666666666666666,0
fine,something,0.0,inf
fine,useful,0.09090909090909091,0
fine,domestic,0.0,inf
fine,use.,0.016129032258064516,0
thing,something,0.25,0
thing,useful,0.0,inf
thing,domestic,0.0,inf
thing,use.,0.03225806451612903,0
something,useful,0.0,inf
something,domestic,0.0,inf
something,use.,0.0,inf
useful,domestic,0.0,inf
useful,use.,0.0,inf
domestic,use.,0.016129032258064516,0
development,stage,0.0,inf
development,covered,0.0,inf
development,hard,0.0,inf
development,shell,0.0,inf
development,skin.,0.0,inf
stage,covered,0.0,inf
stage,hard,0.0,inf
stage,shell,0.0,inf
stage,skin.,0.0,inf
covered,hard,0.0,inf
covered,shell,0.0,inf
covered,skin.,0.0,inf
hard,shell,0.0,inf
hard,skin.,0.0,inf
shell,skin.,0.2,0
entry,interest,0.0,inf
entry,demand.,0.0,inf
interest,demand.,0.0,inf
flat,table,0.0,inf
flat,business,0.0,inf
table,business,0.0,inf
something,ones,0.0,inf
something,control,0.0,inf
ones,control,0.0,inf
variation,secret,0.0,inf
variation,business.,0.0,inf
secret,business.,0.0,inf
genus,live,0.0,inf
genus,family.,0.3333333333333333,0
live,family.,0.0,inf
condition,amount,0.0,inf
bank,must,0.0,inf
bank,ascertain,0.0,inf
bank,security,0.0,inf
bank,prior,0.0,inf
bank,charge,0.0,inf
bank,it.,0.015384615384615385,0
must,ascertain,0.0,inf
must,security,0.0,inf
must,prior,0.0,inf
must,charge,0.0,inf
must,it.,0.0,inf
ascertain,security,0.0,inf
ascertain,prior,0.0,inf
ascertain,charge,0.0,inf
ascertain,it.,0.0,inf
security,prior,0.0,inf
security,charge,0.0,inf
security,it.,0.0,inf
prior,charge,0.0,inf
prior,it.,0.0,inf
charge,it.,0.023076923076923078,0
law,suit,0.0,inf
law,civil,0.0,inf
law,court.,0.0,inf
suit,civil,0.0,inf
suit,court.,0.0625,0
civil,court.,0.0,inf
process,art,0.008264462809917356,0
person,responsibility,0.0,inf
person,works,0.0,inf
person,yard,0.0,inf
responsibility,works,0.0,inf
responsibility,yard,0.0,inf
works,yard,0.0,inf
tongue,short,0.0,inf
tongue,tie.,0.0,inf
short,tie.,0.05263157894736842,0
skill,actor,0.0,inf
skill,par,0.0,inf
skill,excellence.,0.0,inf
actor,par,0.009174311926605505,0
actor,excellence.,0.0,inf
par,excellence.,0.0,inf
work,progress,0.0,inf
work,per,0.03529411764705882,0
work,register,0.0,inf
progress,per,0.0,inf
